variant,jur,analytic_candidate_mass,analytic_contributions,documents,privacy_family_share,privacy_posture,state_privacy_raw,raw_cash_substitution,raw_financial_inclusion,raw_sovereignty_competition,raw_payment_modernization,raw_monetary_transmission,raw_state_control,score_cash_substitution,score_financial_inclusion,score_sovereignty_competition,score_payment_modernization,score_monetary_transmission,score_state_control,state_privacy_score,score_cash_substitution_ungated,dominant_centre,dominant_score,second_score,mixed_case,iso3,country,cluster,is_composite
claude,TH,28,30,2,0.0833333333333,0.0535714285714,1,0.031746031746,0.00714285714286,0.0531746031746,0.322222222222,0.228571428571,0.31746031746,0.181982142857,0.10333976834,0.558211653413,0.530029624864,0.676106845138,0.95,0.95,0.188095238095,state_control,0.95,0.676106845138,False,THA,Thailand,monetary_transmission,False
claude,TR,127,127,2,0.484848484848,0.121062992126,0.396739130435,0.123251028807,0.0724279835391,0.0522633744856,0.344855967078,0.0316872427984,0.0934156378601,0.39890243398,0.52087170957,0.554713981603,0.59601159078,0.158334371612,0.39043630752,0.607993837727,0.535298682376,payment_modernization,0.59601159078,0.554713981603,True,TUR,Turkey,financial_inclusion,False
claude,UA,83,83,2,0.181818181818,-0.0406626506024,-0.625,0.106229508197,0.0498360655738,0.0472131147541,0.252786885246,0.130491803279,0.0688524590164,0.213338806204,0.422154186974,0.535329000299,0.396953432037,0.544688618036,0.300920268256,0.11152087108,0.504957585295,monetary_transmission,0.544688618036,0.535329000299,True,UKR,Ukraine,financial_inclusion,False
claude,UK,271,272,2,0.655844155844,0.108625461255,0.404306220096,0.125392296719,0.0550641940086,0.0055634807418,0.353138373752,0.13452211127,0.181455064194,0.403250052614,0.461195589313,0.115867638068,0.620156489395,0.55008888266,0.660097417399,0.612283841314,0.539115522193,state_control,0.660097417399,0.620156489395,True,GBR,United Kingdom,sovereignty_competition,False
claude,UN,38,38,2,0,0,0,0.0486486486486,0.133783783784,0.0851351351351,0.268918918919,0.135135135135,0.12972972973,0.160203159437,0.626120220819,0.680889366532,0.425064879843,0.550910281695,0.517258827348,0.403610441696,0.261621621622,sovereignty_competition,0.680889366532,0.626120220819,True,UNI,International / cross-border bodies (UN-system),monetary_transmission,True
claude,US,52,55,5,0.325581395349,-0.0144230769231,-0.53125,0.0364672364672,0,0.0837606837607,0.217948717949,0.0319088319088,0.0934472934473,0.0940864254428,0.05,0.675613654863,0.336244947198,0.159491075421,0.390551670552,0.155334306672,0.208632478632,sovereignty_competition,0.675613654863,0.390551670552,False,USA,United States,sovereignty_competition,False
claude,UY,40,40,2,0.2,-0.1125,-0.5,0.334502923977,0.0245614035088,0.0877192982456,0.219298245614,0.0766081871345,0.161403508772,0.419874382629,0.233413940256,0.690808451142,0.338596614526,0.392823455063,0.604725404159,0.169938785203,0.911858121858,sovereignty_competition,0.690808451142,0.604725404159,True,URY,Uruguay,monetary_transmission,False
claude,ZA,85,89,3,0.235294117647,0.0352941176471,-0.333333333333,0.0972431077694,0,0.114536340852,0.369674185464,0.0360902255639,0.0320802005013,0.241748972549,0.05,0.793743329186,0.668361740966,0.18131811357,0.166910457963,0.247829337367,0.473007518797,sovereignty_competition,0.793743329186,0.668361740966,False,ZAF,South Africa,monetary_transmission,False
consensus,AE,13.5,27,2,1,0.12037037037,0.464285714286,0.0566371681416,0.0212389380531,0.070796460177,0.46814159292,0.0424778761062,0.159292035398,0.228232031367,0.208603204975,0.625851613869,0.95,0.214661898818,0.598894608036,0.646287964004,0.296371681416,payment_modernization,0.95,0.625851613869,False,ARE,United Arab Emirates,financial_inclusion,False
consensus,AM,1.5,3,1,,0,0,0.714285714286,0.228571428571,0,0.214285714286,0,0,0.581729447748,0.788717048811,0.05,0.329861850164,0.05,0.05,0.403610441696,0.95,financial_inclusion,0.788717048811,0.581729447748,False,ARM,Armenia,financial_inclusion,False
consensus,AU,47.5,95,3,0.538461538462,-0.0921052631579,-0.541666666667,0.0462555066079,0,0.0167400881057,0.255286343612,0.0502202643172,0.110572687225,0.11249324153,0.05,0.248190685966,0.401308951919,0.255077467594,0.452962054465,0.150466147162,0.251211453744,state_control,0.452962054465,0.401308951919,True,AUS,Australia,sovereignty_competition,False
consensus,AW,11,22,1,0.166666666667,0.0255681818182,0.583333333333,0.436734693878,0.55306122449,0.0244897959184,0.295918367347,0.0897959183673,0.0816326530612,0.773258858268,0.95,0.339941690962,0.472113726919,0.461663927036,0.347495361781,0.713779527559,0.95,financial_inclusion,0.95,0.773258858268,False,ABW,Aruba,financial_inclusion,False
consensus,BO,16.5,33,1,0,0,0,0.0506329113924,0.0455696202532,0.0759493670886,0.56835443038,0.118987341772,0.354430379747,0.165488657021,0.390294218269,0.645630597417,0.95,0.529273633217,0.95,0.403610441696,0.270253164557,payment_modernization,0.95,0.95,True,BOL,Bolivia,financial_inclusion,False
consensus,BR,5,10,1,0,0,0,0,0,0.113333333333,0.308888888889,0,0,0.0306173393551,0.05,0.789125689797,0.494715969559,0.05,0.05,0.403610441696,0.05,sovereignty_competition,0.789125689797,0.494715969559,False,BRA,Brazil,monetary_transmission,False
consensus,BS,18.5,37,1,0.125,-0.121621621622,-1,0.0514285714286,0.228571428571,0,0.295,0.0107142857143,0.378571428571,0.104695714286,0.788717048811,0.05,0.470513393305,0.05,0.95,0.05,0.273714285714,state_control,0.95,0.788717048811,False,BHS,Bahamas,financial_inclusion,False
consensus,CA,79.5,159,7,0.565217391304,0.0699685534591,1,0.0949101796407,0.00718562874251,0.0293413173653,0.297604790419,0.00449101796407,0.0314371257485,0.44781635479,0.10365916815,0.397380239521,0.475052463295,0.05,0.164566888949,0.95,0.462859281437,payment_modernization,0.475052463295,0.44781635479,True,CAN,Canada,sovereignty_competition,False
consensus,CN,11.5,23,4,1,-0.0652173913043,-0.25,0.171428571429,0.0535714285714,0.125,0.460714285714,0,0.160714285714,0.333200884123,0.450048262548,0.833907171787,0.93376213449,0.05,0.602822126958,0.28677461345,0.621175821754,payment_modernization,0.93376213449,0.833907171787,True,CHN,China,state_control,False
consensus,CO,1,2,1,,0,0,0,0,0,0,2.8,0,0.0306173393551,0.05,0.05,0.05,0.95,0.05,0.403610441696,0.05,monetary_transmission,0.95,0.05,False,COL,Colombia,monetary_transmission,False
consensus,CZ,0.5,1,1,,0,0,0,0,0,0,0,0,0.0306173393551,0.05,0.05,0.05,0.05,0.05,0.403610441696,0.05,financial_inclusion,0.05,0.05,True,CZE,Czech Republic,sovereignty_competition,False
consensus,DK,0.5,1,1,,0,0,1,0,0,0,0,0,0.581729447748,0.05,0.05,0.05,0.05,0.05,0.403610441696,0.95,cash_substitution,0.581729447748,0.05,False,DNK,Denmark,cash_substitution,False
consensus,ECCU,2.5,5,2,,0,0,0,0,0,0.3,0,0.4,0.0306173393551,0.05,0.05,0.479226320757,0.05,0.95,0.403610441696,0.05,state_control,0.95,0.479226320757,False,ECCU,Eastern Caribbean (OECS / ECCU),financial_inclusion,False
consensus,ES,1,2,1,0,0,0,0,0,0.3,0.5,0,0,0.0306173393551,0.05,0.95,0.95,0.05,0.05,0.403610441696,0.05,sovereignty_competition,0.95,0.95,True,ESP,Spain,sovereignty_competition,False
consensus,EU,24,48,3,0.5,0.125,1,0.12,0.220606060606,0.04,0.418181818182,0.0557575757576,0.0727272727273,0.512294808794,0.775053416089,0.507642088717,0.809771348127,0.283982449527,0.315041322314,0.95,0.52950367834,payment_modernization,0.809771348127,0.775053416089,True,EMU,Euro Area,sovereignty_competition,False
consensus,FR,2,4,2,0,0,0,0,0,0.15,0.5,0.65,0,0.0306173393551,0.05,0.929867490337,0.95,0.95,0.05,0.403610441696,0.05,payment_modernization,0.95,0.95,True,FRA,France,,False
consensus,GH,36,72,2,0.285714285714,-0.0208333333333,-0.25,0.0229007633588,0.290839694656,0.00763358778626,0.443893129771,0.0229007633588,0.287022900763,0.0802557906515,0.895530785693,0.140376226827,0.884725046497,0.112468605854,0.95,0.28677461345,0.149618320611,state_control,0.95,0.895530785693,True,GHA,Ghana,financial_inclusion,False
consensus,HK,54.5,109,4,0.608695652174,0.0688073394495,0.52380952381,0.146451612903,0.0209677419355,0.0264516129032,0.332258064516,0.193548387097,0.135483870968,0.456722653207,0.206578029643,0.363168202765,0.559286144648,0.629178994378,0.533148785913,0.680033745782,0.57665404601,monetary_transmission,0.629178994378,0.559286144648,True,HKG,Hong Kong,sovereignty_competition,False
consensus,HU,27.5,55,1,0,0,0,0.0124031007752,0.226356589147,0.0279069767442,0.438759689922,0.147286821705,0.0697674418605,0.0636555846128,0.784917757609,0.380398671096,0.869760026114,0.567192492201,0.304254756871,0.403610441696,0.103953488372,payment_modernization,0.869760026114,0.784917757609,True,HUN,Hungary,sovereignty_competition,False
consensus,ID,87,174,3,0.238095238095,0.000718390804598,0,0.102165087957,0.0351826792963,0.0365358592693,0.358592692828,0.121921515562,0.00541271989175,0.30275535499,0.312729034854,0.482558476706,0.636056937937,0.53320517268,0.0697256735146,0.403610441696,0.494418132612,payment_modernization,0.636056937937,0.53320517268,False,IDN,Indonesia,monetary_transmission,False
consensus,IL,184.5,369,2,0.478873239437,0.118902439024,0.760638297872,0.086062992126,0.0784251968504,0.0291338582677,0.372125984252,0.141102362205,0.171023622047,0.373149640553,0.531159209206,0.394924071991,0.675509232691,0.5589058506,0.631291175663,0.814298877534,0.424374015748,payment_modernization,0.675509232691,0.631291175663,True,ISR,Israel,sovereignty_competition,False
consensus,IN,38,76,2,0.25,0.0855263157895,1,0.157370517928,0.181673306773,0.0478087649402,0.241035856574,0.0219123505976,0.0581673306773,0.576743338742,0.708268949691,0.537615351563,0.376476259977,0.107309052647,0.261980260775,0.95,0.596117145987,financial_inclusion,0.708268949691,0.576743338742,False,IND,India,monetary_transmission,False
consensus,IS,4,8,1,,0,0,0.7,0,0,0.09375,0,0,0.581729447748,0.05,0.05,0.119818063392,0.05,0.05,0.403610441696,0.95,cash_substitution,0.581729447748,0.119818063392,False,ISL,Iceland,cash_substitution,False
consensus,IT,16.5,33,1,0.4,0.183712121212,0.791666666667,0.0901960784314,0.0392156862745,0.0705882352941,0.290196078431,0.078431372549,0.382352941176,0.394016303844,0.342845786963,0.625052360825,0.462142149284,0.402340554116,0.95,0.83188976378,0.442352941176,state_control,0.95,0.625052360825,False,ITA,Italy,sovereignty_competition,False
consensus,JP,19,38,4,0,0,0,0,0,0.0234375,0.3046875,0.16875,0,0.0306173393551,0.05,0.327483258929,0.487394690242,0.595951297417,0.05,0.403610441696,0.05,monetary_transmission,0.595951297417,0.487394690242,False,JPN,Japan,sovereignty_competition,False
consensus,MG,7,14,3,,0,0,0.359090909091,0.197727272727,0,0.284090909091,0.0727272727273,0,0.581729447748,0.73580760145,0.05,0.451503369775,0.37256493032,0.05,0.403610441696,0.95,financial_inclusion,0.73580760145,0.581729447748,False,MDG,Madagascar,financial_inclusion,False
consensus,MO,32,64,1,0.75,0.1875,1,0.234426229508,0.075,0.0622950819672,0.395081967213,0.0270491803279,0.139344262295,0.709632247185,0.525283695109,0.593219815424,0.742430588169,0.134123504415,0.543809187822,0.95,0.73347002293,payment_modernization,0.742430588169,0.709632247185,True,MAC,Macau,monetary_transmission,False
consensus,NA,1,2,1,,0,0,0,2.8,0,0,0,0,0.0306173393551,0.95,0.05,0.05,0.05,0.05,0.403610441696,0.05,financial_inclusion,0.95,0.05,False,NAM,Namibia,,False
consensus,NO,72.5,145,5,0.16,-0.00775862068966,0,0.0673267326733,0.00792079207921,0.0378712871287,0.240841584158,0.156435643564,0.00792079207921,0.209956131063,0.10914905004,0.498368988685,0.376137723685,0.579451123341,0.0788658865887,0.403610441696,0.342871287129,monetary_transmission,0.579451123341,0.498368988685,True,NOR,Norway,cash_substitution,False
consensus,NZ,20,40,2,1,0,0,0.1875,0.075,0,0.232142857143,0.0946428571429,0.0642857142857,0.397917250704,0.525283695109,0.05,0.360979448204,0.486965136701,0.284277597403,0.403610441696,0.649823366571,financial_inclusion,0.525283695109,0.486965136701,True,NZL,New Zealand,cash_substitution,False
consensus,PE,19,38,1,0.5,-0.0131578947368,-0.111111111111,0.18431372549,0.669607843137,0,0.175490196078,0.0607843137255,0.0676470588235,0.372697869024,0.95,0.05,0.262257343049,0.310222217997,0.296527406417,0.35168340692,0.644143787969,financial_inclusion,0.95,0.372697869024,False,PER,Peru,monetary_transmission,False
consensus,PH,2,4,1,0,0,0,0,0,0.2,0.766666666667,0,0,0.0306173393551,0.05,0.95,0.95,0.05,0.05,0.403610441696,0.05,sovereignty_competition,0.95,0.95,True,PHL,Philippines,monetary_transmission,False
consensus,PW,6,12,1,,0,0,0,0,0.259259259259,0.351851851852,0,0.148148148148,0.0306173393551,0.05,0.95,0.616406016608,0.05,0.568120961834,0.403610441696,0.05,sovereignty_competition,0.95,0.616406016608,False,PLW,Republic of Palau,financial_inclusion,False
consensus,PY,2,4,1,,0,0,0.533333333333,0,0,0,0,0.166666666667,0.581729447748,0.05,0.05,0.05,0.05,0.619259520964,0.403610441696,0.95,state_control,0.619259520964,0.581729447748,True,PRY,Banco Central del Paraguay (2024 design paper) — composite,financial_inclusion,False
consensus,RU,118.5,237,3,0.266666666667,-0.0622362869198,-1,0.0576252723312,0.0561002178649,0.0254901960784,0.323420479303,0.166775599129,0.174727668845,0.11500625,0.468932167462,0.351785714286,0.533522787765,0.593305770772,0.641519834938,0.05,0.300669934641,state_control,0.641519834938,0.593305770772,True,RUS,Russian Federation,state_control,False
consensus,RW,2,4,1,,0,0,0,0,0,0,0,0.2,0.0306173393551,0.05,0.05,0.05,0.05,0.711308927398,0.403610441696,0.05,state_control,0.711308927398,0.05,False,RWA,Rwanda,financial_inclusion,False
consensus,SE,22.5,45,3,0.2,-0.00555555555556,-0.25,0.371929824561,0.0350877192982,0.0184210526316,0.261403508772,0.10701754386,0.0175438596491,0.509583323805,0.312019914651,0.268092105263,0.411968635168,0.513235137803,0.113935406699,0.28677461345,0.95,monetary_transmission,0.513235137803,0.509583323805,True,SWE,Sweden,cash_substitution,False
consensus,SG,34.5,69,2,0.25,-0.0144927536232,-0.25,0.0270042194093,0.0405063291139,0.0177215189873,0.297046413502,0.026582278481,0.420253164557,0.0898306112451,0.352483749572,0.259810126582,0.474079443781,0.131686258543,0.95,0.28677461345,0.16746835443,state_control,0.95,0.474079443781,False,SGP,Singapore,sovereignty_competition,False
consensus,SZ,44,88,1,0.5,0.100142045455,1,0.370418006431,0.0459807073955,0.0311897106109,0.411575562701,0.124115755627,0,0.919125,0.39336403928,0.419263895269,0.790512770868,0.536145264859,0.05,0.95,0.95,cash_substitution,0.919125,0.790512770868,False,SWZ,Eswatini,financial_inclusion,False
consensus,TH,5,10,1,,0,0,0,0,0,0.416216216216,0.0648648648649,0,0.0306173393551,0.05,0.05,0.804041218945,0.331522854277,0.05,0.403610441696,0.05,payment_modernization,0.804041218945,0.331522854277,False,THA,Thailand,monetary_transmission,False
consensus,TR,49,98,2,0.35,0.0803571428571,0.821428571429,0.119480519481,0.0579220779221,0.0324675324675,0.310909090909,0.0384415584416,0.101298701299,0.476616250082,0.482537030537,0.434392393321,0.498236344287,0.193592163003,0.419164698937,0.848762654668,0.528577697093,payment_modernization,0.498236344287,0.482537030537,True,TUR,Turkey,financial_inclusion,False
consensus,UA,19,38,1,0.333333333333,-0.0164473684211,-0.25,0.093023255814,0.0945736434109,0.0279069767442,0.314728682171,0.0248062015504,0.046511627907,0.243876474428,0.558859931105,0.380398671096,0.508184432766,0.122415067615,0.219503171247,0.28677461345,0.454651162791,financial_inclusion,0.558859931105,0.508184432766,True,UKR,Ukraine,financial_inclusion,False
consensus,UK,131,262,2,0.763636363636,0.0608301526718,0.174418604651,0.13309352518,0.0207194244604,0.00474820143885,0.33035971223,0.133237410072,0.122589928058,0.367823342594,0.204723702119,0.106215313464,0.553752061949,0.54836749401,0.496756703728,0.485123810241,0.552843068969,payment_modernization,0.553752061949,0.54836749401,True,GBR,United Kingdom,sovereignty_competition,False
consensus,UN,10,20,2,,0,0,0.3,0.38,0.15,0.14,0.08,0.025,0.520712874893,0.95,0.929867490337,0.200412642316,0.41052885066,0.141107954545,0.403610441696,0.850356180288,financial_inclusion,0.95,0.929867490337,True,UNI,International / cross-border bodies (UN-system),monetary_transmission,True
consensus,US,19,38,4,0.25,0.0394736842105,1,0.0901408450704,0,0.0507042253521,0.29014084507,0,0.112676056338,0.427744014085,0.05,0.548729323702,0.46204590043,0.05,0.460627400768,0.95,0.442112676056,sovereignty_competition,0.548729323702,0.46204590043,True,USA,United States,sovereignty_competition,False
consensus,UY,20.5,41,2,0,0,0,0.297674418605,0.00581395348837,0.0994186046512,0.244186046512,0.0610465116279,0.093023255814,0.518174464057,0.0934160905091,0.735715217922,0.381965735254,0.311590901286,0.389006342495,0.403610441696,0.846210799126,sovereignty_competition,0.735715217922,0.518174464057,False,URY,Uruguay,monetary_transmission,False
consensus,ZA,32,68,3,0.258064516129,0.09375,-0.2,0.0615384615385,0,0.126086956522,0.379264214047,0.019397993311,0.0270903010033,0.175236585076,0.05,0.83807935955,0.696318623184,0.0941840094332,0.148725676497,0.310141779099,0.317692307692,sovereignty_competition,0.83807935955,0.696318623184,False,ZAF,South Africa,monetary_transmission,False
